DATE,COMNAM,NCUSIP,TICKER,PERMNO,EXCHCD
19251231,AMERICAN CAR & FDRY CO,,,10006,1
19251231,AMERICAN SAFETY RAZOR CORP,,,10022,1
19251231,AMERICAN BRAKE SHOE & FDRY,,,10030,1
19251231,ABITIBI POWER & PAPER LTD,,,10049,1
19251231,NATIONAL ACME CO,,,10057,1
19251231,ADAMS EXPRESS CO,,,10065,1
19251231,ADVANCE RUMELY CO,,,10073,1
19251231,AHUMADA LEAD CO,,,10081,1
19251231,AIR REDUCTION INC,,,10102,1
19251231,AJAX RUBR INC,,,10110,1
19251231,ALL AMER CABLES INC,,,10129,1
19251231,AMERICAN WATER WORKS & ELEC INC,,,10137,1
19251231,ALLIED CHEMICAL & DYE CORP,,,10145,1
19251231,ALLIS CHALMERS CORP,,,10153,1
19251231,AMERICAN METAL LTD,,,10161,1
19251231,AMERICAN BOSCH MAGNETO CORP,,,10188,1
19251231,AMERICAN & FGN PWR INC,,,10196,1
19251231,AMERICAN AGRIC CHEM CO,,,10209,1
19251231,AMERICAN BANK NOTE CO,,,10217,1
19251231,AMERICAN TOB CO,,,10225,1
19251231,FAMOUS PLAYERS LASKY CORP,,,10233,1
19251231,AMERICAN CAN CO,,,10241,1
19251231,AMERICAN ICE CO,,,10268,1
19251231,AMERICAN BEET SUGAR CO,,,10276,1
19251231,AMERICAN EXPRESS CO,,,10284,1
19251231,AMERICAN CHICLE CO,,,10292,1
19251231,AMERICAN DRUGGISTS SYND,,,10305,1
19251231,AMERICAN INTERNATIONAL CORP,,,10313,1
19251231,NASH MOTORS CO,,,10321,1
19251231,AMERICAN LA FRANCE FIRE ENGINE,,,10348,1
19251231,AMERICAN LINSEED CO,,,10356,1
19251231,AMERICAN SMLT & REFNG CO,,,10364,1
19251231,AMERICAN RADIATOR CO,,,10372,1
19251231,AMERICAN REPS CORP,,,10380,1
19251231,AMERICAN SHIP & COMM CORP,,,10399,1
19251231,AMERICAN TELEPHONE & TELEG CO,,,10401,1
19251231,AMERICAN TOB CO,,,10428,1
19251231,AMERICAN ZINC LEAD & SMLT CO,,,10436,1
19251231,AMERICAN SUMATRA TOB CO,,,10444,1
19251231,AMERICAN WOOLEN CO,,,10452,1
19251231,MANHATTAN ELECTRICAL SUPPLY INC,,,10460,1
19251231,AMERICAN SUGAR REFNG CO,,,10479,1
19251231,AMERICAN STEEL FOUNDRIES,,,10487,1
19251231,ANACONDA COPPER MNG CO,,,10495,1
19251231,ANN ARBOR RR CO,,,10508,1
19251231,ARCHER DANIELS MIDLAND CO,,,10516,1
19251231,ARMOUR & CO,,,10524,1
19251231,ARNOLD CONSTABLE CORP,,,10532,1
19251231,ART METAL CONSTR CO,,,10540,1
19251231,ASSOCIATED DRY GOODS CORP,,,10559,1
19251231,ASSOCIATED OIL CO,,,10567,1
19251231,ATCHISON TOPEKA & SANTA FE RY CO,,,10575,1
19251231,ATLANTA BIRMINGHAM & ATLANTIC RY,,,10583,1
19251231,ATLANTIC COAST LINE RR CO,,,10591,1
19251231,ATLANTIC REFNG CO,,,10604,1
19251231,ATLANTIC GULF & WEST INDIES SS,,,10612,1
19251231,ATLAS POWDER CO,,,10620,1
19251231,ATLAS TACK CORP,,,10639,1
19251231,AUSTIN NICHOLS & CO INC,,,10647,1
19251231,AUTO KNITTER HOSIERY INC,,,10655,1
19251231,AUTOSALES CORP,,,10663,1
19251231,BALDWIN LOCOMOTIVE WKS,,,10671,1
19251231,GENERAL ASPHALT CO,,,10698,1
19251231,BARNET LEATHER INC,,,10700,1
19251231,BARNSDALL CORP,,,10719,1
19251231,BAYUK CIGARS INC,,,10727,1
19251231,BEECH NUT PACKING CO,,,10735,1
19251231,BELDING BROS & CO,,,10743,1
19251231,STROMBERG CARBURETOR CO AMER INC,,,10751,1
19251231,GOLD DUST CORP,,,10778,1
19251231,BETHLEHEM STEEL CORP,,,10786,1
19251231,BOOTH FISHERIES CO,,,10794,1
19251231,BRIGGS MFG CO,,,10807,1
19251231,BRITISH EMPIRE STL LTD,,,10815,1
19251231,BROOKLYN UNION GAS CO,,,10823,1
19251231,BROOKLYN EDISON INC,,,10831,1
19251231,BROOKLYN MANHATTAN TRAN CORP,,,10858,1
19251231,BROWN SHOE INC,,,10866,1
19251231,BRUNSWICK BALKE COLLENDER CO,,,10874,1
19251231,BRUNSWICK TERM & RY SEC CO,,,10882,1
19251231,BURROUGHS ADDING MACH CO,,,10890,1
19251231,BURNS BROS,,,10903,1
19251231,BUSH TERMINAL CO,,,10911,1
19251231,BYERS A M CO,,,10938,1
19251231,BUTTE & SUPERIOR MNG CO,,,10946,1
19251231,BUTTE COPPER & ZINC CO,,,10954,1
19251231,BUTTERICK CO,,,10962,1
19251231,COMMERCIAL INVESTMENT TRUST CO,,,10970,1
19251231,CORN PRODUCTS REFINING CO,,,10989,1
19251231,CADDO CENT OIL REFNG CORP,,,10997,1
19251231,CALIFORNIA PETE CORP,,,11009,1
19251231,CALLAHAN ZINC LEAD CO,,,11017,1
19251231,CALUMET & ARIZONA MNG CO,,,11025,1
19251231,CALUMET & HECLA CONS COPPER CO,,,11033,1
19251231,CANADIAN PACIFIC RAILWAY CO,,,11041,1
19251231,CASE J I THRESHING MACH CO,,,11068,1
19251231,CENTRAL RR CO N J,,,11076,1
19251231,CENTURY RIBBON MLS INC,,,11084,1
19251231,CERRO DE PASCO COPPER CORP,,,11092,1
19251231,CERTAIN TEED PRODS CORP,,,11105,1
19251231,GOTHAM SILK HOSIERY INC,,,11113,1
19251231,DOUGLAS PECTIN CORP,,,11121,1
19251231,DELAWARE & HUDSON CO,,,11148,1
19251231,CHESAPEAKE & OHIO RAILWAY CO,,,11156,1
19251231,CHICAGO PNEUMATIC TOOL CO,,,11164,1
19251231,CHICAGO & ALTON RR CO,,,11172,1
19251231,CHICAGO & EASTN ILL RY CO,,,11180,1
19251231,CHICAGO & NORTH WESTN RY CO,,,11199,1
19251231,CHICAGO GREAT WESTN RR CO,,,11201,1
19251231,CHICAGO MILWAUKEE & ST PAUL RY,,,11228,1
19251231,CHICAGO ST PAUL MPLS & OMAHA RY,,,11236,1
19251231,CHICAGO YELLOW CAB INC,,,11244,1
19251231,CHICAGO ROCK IS & PAC RY CO,,,11252,1
19251231,CHRYSLER CORP,,,11260,1
19251231,CHRISTIE BROWN & CO LTD,,,11279,1
19251231,AMERICAN LOCOMOTIVE CO,,,11287,1
19251231,CLUETT PEABODY & CO INC,,,11295,1
19251231,COCA COLA CO,,,11308,1
19251231,COLORADO & SOUTHN RY CO,,,11316,1
19251231,COLORADO FUEL & IRON CO,,,11324,1
19251231,PENNSYLVANIA COAL & COKE CORP,,,11332,1
19251231,COLUMBIA GAS & ELEC CO,,,11340,1
19251231,COLUMBIAN CARBON CO,,,11359,1
19251231,COMMERCIAL CR CO,,,11367,1
19251231,CONGOLEUM NAIRN INC,,,11375,1
19251231,CONLEY TIN FOIL CORP,,,11383,1
19251231,CONSOLIDATED CIGAR CORP,,,11391,1
19251231,CONSOLIDATED GAS CO NY,,,11404,1
19251231,CONSOLIDATED DISTRS INC,,,11412,1
19251231,CONSOLIDATED TEXTILE CORP,,,11420,1
19251231,PITTSBURGH COAL CO,,,11439,1
19251231,CONTINENTAL CAN INC,,,11447,1
19251231,CONTINENTAL INSURANCE CO,,,11455,1
19251231,CONTINENTAL MOTORS CORP,,,11463,1
19251231,MARLAND OIL CO,,,11471,1
19251231,AMERICAN SNUFF CO,,,11498,1
19251231,COTY INC,,,11500,1
19251231,CREX CARPET CO,,,11519,1
19251231,CRUCIBLE STL CO AMER,,,11527,1
19251231,CUBA CO,,,11535,1
19251231,CUDAHY PACKING CO,,,11543,1
19251231,CUBA CANE SUGAR CORP,,,11551,1
19251231,CUBAN DOMINICAN SUGAR CORP,,,11578,1
19251231,CUSHMANS SONS INC,,,11586,1
19251231,CUYAMEL FRUIT CO,,,11594,1
19251231,SPICER MFG CO,,,11607,1
19251231,DANIEL BOONE WOOLEN MLS INC,,,11615,1
19251231,DAVISON CHEM CO,,,11623,1
19251231,DE BEERS CONS MINES LTD,,,11631,1
19251231,CALIFORNIA PACKING CORP,,,11658,1
19251231,DELAWARE LACK & WESTN RR CO,,,11666,1
19251231,DETROIT EDISON CO,,,11674,1
19251231,DODGE BROS INC,,,11682,1
19251231,DOME MINES LTD,,,11690,1
19251231,DU PONT E I DE NEMOURS & CO,,,11703,1
19251231,DULUTH SOUTH SHORE & ATLANTIC RY,,,11711,1
19251231,DURHAM HOSIERY MLS,,,11738,1
19251231,ELECTRIC STORAGE BATTERY CO,,,11746,1
19251231,EASTMAN KODAK CO,,,11754,1
19251231,EATON AXLE & SPRING CO,,,11762,1
19251231,ELECTRIC PWR & LT CORP,,,11789,1
19251231,EMERSON BRANTINGHAM CORP,,,11818,1
19251231,ENDICOTT JOHNSON CORP,,,11826,1
19251231,ERIE RR CO,,,11834,1
19251231,EXCHANGE BUFFET CORP,,,11842,1
19251231,STANDARD OIL CO N J,,,11850,1
19251231,FAIRBANKS CO,,,11869,1
19251231,FAIR,,,11877,1
19251231,FAIRBANKS MORSE & CO INC,,,11885,1
19251231,WEBER & HEILBRONER,,,11893,1
19251231,FEDERAL LT & TRACTION CO,,,11906,1
19251231,FEDERAL MNG & SMLT CO,,,11914,1
19251231,FIDELITY PHENIX FIRE INS CO,,,11922,1
19251231,FIFTH AVE BUS SEC CORP,,,11930,1
19251231,FIRST NATIONAL STORES INC,,,11949,1
19251231,FISHER BODY CORP,,,11957,1
19251231,FISK RUBR CO,,,11965,1
19251231,FOUNDATION CO,,,11973,1
19251231,FREEPORT TEX CO,,,11981,1
19251231,GABRIEL SNUBBER MFG CO,,,12001,1
19251231,GARDNER MTR INC,,,12028,1
19251231,GENERAL AMERN TANK CAR CORP,,,12036,1
19251231,GENERAL CIGAR INC,,,12044,1
19251231,GENERAL ELECTRIC CO,,,12060,1
19251231,GENERAL MOTORS CORP,,,12079,1
19251231,GENERAL REFRACTORIES CO,,,12087,1
19251231,GENERAL RY SIGNAL CO,,,12095,1
19251231,GENERAL OUTDOOR ADVERTISING INC,,,12108,1
19251231,GENERAL PETE CORP,,,12116,1
19251231,GIMBEL BROS INC,,,12124,1
19251231,GLIDDEN CO,,,12132,1
19251231,GOODRICH B F CO,,,12140,1
19251231,GRANBY CONSOLIDATED MG S & P LTD,,,12159,1
19251231,JONES BROTHERS TEA CO,,,12167,1
19251231,GREAT NORTHERN IRON ORE PPTYS,,,12175,1
19251231,GREAT NORTHERN RAILWAY CO,,,12183,1
19251231,GREAT WESTN SUGAR CO,,,12191,1
19251231,GREEN BAY & WESTN RR,,,12204,1
19251231,GUANTANAMO SUGAR CO,,,12212,1
19251231,GULF MOBILE & NORTHN RR CO,,,12220,1
19251231,GULF STS STL CO,,,12239,1
19251231,HARTMAN CORP,,,12255,1
19251231,HAYES WHEEL CO,,,12263,1
19251231,HELME G W CO,,,12271,1
19251231,SAVAGE ARMS CORP OLD,,,12300,1
19251231,HOMESTAKE MINING CO,,,12319,1
19251231,HOUSEHOLD PRODS INC,,,12327,1
19251231,HOUSTON OIL CO TEX,,,12335,1
19251231,HOWE SOUND CO ME,,,12343,1
19251231,HUDSON & MANHATTAN RR,,,12351,1
19251231,HUDSON MTR CAR CO,,,12378,1
19251231,HUPP MTR CAR CORP,,,12386,1
19251231,ILLINOIS CENT RR CO,,,12394,1
19251231,INDEPENDENT OIL & GAS CO,,,12407,1
19251231,INDIAN MOTOCYCLE CO,,,12415,1
19251231,INDIAN REFNG CO,,,12423,1
19251231,INGERSOLL RAND CO,,,12431,1
19251231,INLAND STEEL CO,,,12458,1
19251231,INSPIRATION CONSOLIDATED CPPR CO,,,12466,1
19251231,INTERBOROUGH RAPID TRAN CO,,,12474,1
19251231,INTERNATIONAL COMBUSTION ENGR,,,12482,1
19251231,INTERNATIONAL BUSINESS MACHS COR,,,12490,1
19251231,INTERNATIONAL HARVESTER CO,,,12503,1
19251231,INTERNATIONAL AGRIC CORP,,,12511,1
19251231,NATIONAL DEPARTMENT STORES INC,,,12538,1
19251231,INTERNATIONAL NICKEL CO CDA LTD,,,12546,1
19251231,INTERNATIONAL RYS CENT AMER,,,12554,1
19251231,INTERNATIONAL SALT CO,,,12562,1
19251231,INTERNATIONAL TEL & TELEG CORP,,,12570,1
19251231,INTERNATIONAL PAPER CO OLD,,,12589,1
19251231,INTERNATIONAL SHOE CO,,,12597,1
19251231,INTERTYPE CORP,,,12618,1
19251231,JEWEL TEA INC,,,12626,1
19251231,JORDAN MTR CAR INC,,,12634,1
19251231,KANSAS & GULF CO,,,12642,1
19251231,KANSAS CITY SOUTHERN RY CO,,,12650,1
19251231,KAYSER JULIUS & CO,,,12669,1
19251231,ORPHEUM CIRCUIT INC,,,12677,1
19251231,KELLY SPRINGFIELD TIRE CO,,,12685,1
19251231,KENNECOTT COPPER CORP,,,12706,1
19251231,KEYSTONE TIRE & RUBR CO,,,12714,1
19251231,KINNEY G R & CO INC,,,12722,1
19251231,NATIONAL DAIRY PRODS CORP,,,12730,1
19251231,KRESGE S S CO,,,12749,1
19251231,KRESS S H & CO,,,12757,1
19251231,KRESGE DEPT STORES INC,,,12765,1
19251231,KUPPENHEIMER & CO INC,,,12773,1
19251231,LACLEDE GAS & LT CO,,,12781,1
19251231,LEE RUBBER & TIRE CORP,,,12802,1
19251231,LEHIGH VALLEY RR CO,,,12810,1
19251231,LEHN & FINK PRODS CO,,,12829,1
19251231,LIGGETT & MYERS TOB CO,,,12837,1
19251231,LIGGETT & MYERS TOB CO,,,12845,1
19251231,LIMA LOCOMOTIVE WKS INC,,,12861,1
19251231,INTERNATIONAL CEMENT CORP,,,12888,1
19251231,LORILLARD P CO,,,12896,1
19251231,LOUISVILLE & NASHVILLE RR CO,,,12909,1
19251231,LOUISIANA OIL REFNG CORP,,,12917,1
19251231,LUDLUM STEEL CO,,,12925,1
19251231,TWIN CITY RAPID TRANSIT CO,,,12933,1
19251231,MACK TRUCKS INC,,,12941,1
19251231,MACKAY COS,,,12968,1
19251231,MACY R H & CO INC,,,12976,1
19251231,PAIGE DETROIT MTR CAR CO,,,12984,1
19251231,MALLINSON & CO INC,,,12992,1
19251231,MANATI SUGAR CO,,,13004,1
19251231,MANHATTAN SHIRT CO,,,13012,1
19251231,MANHATTAN BEACH CO,,,13020,1
19251231,MANILA ELEC CORP,,,13039,1
19251231,TRANSCONTINENTAL OIL CO,,,13047,1
19251231,MARACAIBO OIL EXPL CORP,,,13055,1
19251231,MONTGOMERY WARD & CO,,,13063,1
19251231,MARKET STR RY CO,,,13071,1
19251231,MARLIN ROCKWELL CORP,,,13098,1
19251231,MAY DEPARTMENT STORES CO,,,13100,1
19251231,MAYTAG CO,,,13119,1
19251231,MC CRORY STORES CORP,,,13127,1
19251231,MCINTYRE PORCUPINE MINES LTD,,,13135,1
19251231,LOEWS INC,,,13143,1
19251231,MIAMI COPPER CO,,,13151,1
19251231,MID CONTINENT PETE CORP,,,13178,1
19251231,MIDDLE STS OIL CORP,,,13186,1
19251231,MINNEAPOLIS & ST LOUIS RY CO,,,13194,1
19251231,MISSOURI KANSAS TEXAS RR CO,,,13207,1
19251231,MISSOURI PAC RR CO,,,13215,1
19251231,MONTANA PWR CO,,,13223,1
19251231,MOON MTR CAR CO,,,13231,1
19251231,MOTHER LODE COALITION MINES CO,,,13258,1
19251231,MOTION PICTURE CAP CORP,,,13266,1
19251231,MOTOR WHEEL CORP,,,13274,1
19251231,MULLINS BODY CORP,,,13282,1
19251231,MUNSINGWEAR INC,,,13290,1
19251231,NATIONAL LEAD CO,,,13303,1
19251231,NATIONAL BISCUIT CO,,,13311,1
19251231,NASHVILLE CHATTANOOGA & ST LOUIS,,,13338,1
19251231,NATIONAL CLOAK & SUIT CO,,,13346,1
19251231,NATIONAL DISTILLERS PRODS CORP,,,13354,1
19251231,NATIONAL TEA CO,,,13370,1
19251231,NATIONAL SUPPLY CO DEL,,,13389,1
19251231,NATIONAL SURETY CO,,,13397,1
19251231,NATIONAL ENAMELING & STAMPING CO,,,13418,1
19251231,NEW ORLEANS TEX & MEXICO RY CO,,,13426,1
19251231,NEW YORK CENT RR CO,,,13434,1
19251231,NEW YORK CHICAGO & ST LOUIS RR,,,13442,1
19251231,NEW YORK AIR BRAKE CO,,,13450,1
19251231,NEW YORK DOCK CO,,,13469,1
19251231,NEW YORK NEW HAVEN & HARTFORD RR,,,13477,1
19251231,NEW YORK ONTARIO & WESTN RY CO,,,13485,1
19251231,NEW YORK RYS PARTN CORP,,,13493,1
19251231,NEW YORK ST RYS,,,13506,1
19251231,NEWPORT NEWS & HAMPTON RY GAS &,,,13514,1
19251231,NORFOLK & WESTERN RAILWAY CO,,,13522,1
19251231,NORFOLK SOUTHN RR CO,,,13530,1
19251231,NORTH AMERICAN CO,,,13549,1
19251231,REYNOLDS SPRING CO,,,13557,1
19251231,CUBAN AMERICAN SUGAR CO,,,13565,1
19251231,NORTHERN PACIFIC RAILWAY CO,,,13573,1
19251231,NORWALK TIRE & RUBR CO,,,13581,1
19251231,NUNNALLY CO,,,13602,1
19251231,MATHIESON ALKALI WKS INC,,,13610,1
19251231,ONYX HOSIERY INC,,,13629,1
19251231,OTIS ELEVATOR CO,,,13637,1
19251231,OTIS STL CO,,,13645,1
19251231,OUTLET COMPANY,,,13653,1
19251231,OWENS BOTTLE CO,,,13661,1
19251231,PACIFIC GAS & ELEC CO,,,13688,1
19251231,PACIFIC OIL CO,,,13717,1
19251231,PAN AMERICAN PETROL & TRANS CO,,,13725,1
19251231,PAN AMERICAN PETROL & TRANS CO,,,13733,1
19251231,PAN AMERN WESTN PETE,,,13741,1
19251231,PANHANDLE PRODUCING & REFNG CO,,,13768,1
19251231,PATHE EXCHANGE INC,,,13784,1
19251231,PENNSYLVANIA RAILROAD CO,,,13792,1
19251231,PENICK & FORD LTD,,,13805,1
19251231,PENN SEABOARD STL CORP,,,13813,1
19251231,PEOPLES GAS LT & COKE CO,,,13821,1
19251231,PEORIA & EASTN RR CO,,,13848,1
19251231,LOFT INC,,,13856,1
19251231,PERE MARQUETTE RY CO,,,13864,1
19251231,PHILADELPHIA & READING COAL & IR,,,13872,1
19251231,PHILADELPHIA CO,,,13880,1
19251231,PHILIP MORRIS & CO LTD,,,13901,1
19251231,PHILLIPS PETROLEUM CO,,,13928,1
19251231,PHILLIPS JONES CORP,,,13936,1
19251231,PHOENIX HOSIERY CO,,,13944,1
19251231,PIERCE ARROW MTR CAR CO,,,13952,1
19251231,PIERCE OIL CORP,,,13960,1
19251231,PIERCE PETE CORP,,,13979,1
19251231,PITTSBURGH & WEST VIRGINIA RY CO,,,13987,1
19251231,PITTSBURGH TERM COAL CORP,,,13995,1
19251231,OIL WELL SUPPLY CO,,,14007,1
19251231,PORTO RICAN AMERN TOB CO,,,14015,1
19251231,PRODUCERS & REFINERS CORP,,,14031,1
19251231,PUBLIC SVC CORP,,,14058,1
19251231,PULLMAN CO,,,14066,1
19251231,PUNTA ALEGRE SUGAR CO,,,14074,1
19251231,PURE OIL CO,,,14082,1
19251231,RADIO CORP AMER,,,14090,1
19251231,AMERICAN RY EXPRESS CO,,,14103,1
19251231,RAILWAY STL SPRING CO,,,14111,1
19251231,RAND MINES LTD,,,14138,1
19251231,RAY CONS COPPER CO,,,14146,1
19251231,READING COMPANY,,,14154,1
19251231,REID ICE CREAM CORP,,,14162,1
19251231,REIS ROBERT & CO,,,14170,1
19251231,REPUBLIC IRON & STEEL CO,,,14189,1
19251231,WALDORF SYSTEM INC,,,14197,1
19251231,REYNOLDS R J TOBACCO CO,,,14218,1
19251231,ROSSIA INS CO AMER,,,14226,1
19251231,ROYAL DUTCH CO,,,14234,1
19251231,SAFETY CABLE CO,,,14242,1
19251231,ST JOSEPH LEAD CO,,,14250,1
19251231,ST LOUIS SAN FRANCISCO RY CO,,,14269,1
19251231,AMERICAN TYPE FOUNDERS CO,,,14277,1
19251231,SCHULTE RETAIL STORES CORP,,,14285,1
19251231,SEABOARD AIR LINE RR CO,,,14293,1
19251231,SEAGRAVE CORP,,,14306,1
19251231,MEXICAN SEABOARD OIL CO,,,14314,1
19251231,SEARS ROEBUCK & CO,,,14322,1
19251231,SENECA COPPER MNG CO,,,14330,1
19251231,REPLOGLE STL CO,,,14349,1
19251231,SHELL UNION OIL CORP,,,14357,1
19251231,SHELL TRANS & TRADING LTD,,,14365,1
19251231,UNITED STS RLTY & IMPT CO,,,14373,1
19251231,SHUBERT THEATRE CORP,,,14381,1
19251231,SIMMONS COMPANY,,,14402,1
19251231,SIMMS PETE CO,,,14410,1
19251231,SINCLAIR CONS OIL CORP,,,14429,1
19251231,SKELLY OIL CO,,,14437,1
19251231,SLOSS SHEFFIELD STL & IRON CO,,,14445,1
19251231,NEW YORK CANNERS INC,,,14453,1
19251231,CHILDS CO,,,14461,1
19251231,SOUTH PORTO RICO SUGAR CO,,,14488,1
19251231,SOUTHERN PACIFIC CO,,,14496,1
19251231,SOUTHERN RAILWAY CO,,,14509,1
19251231,SPEAR & CO,,,14517,1
19251231,REMINGTON TYPEWRITER CO,,,14525,1
19251231,FLEISCHMANN CO,,,14533,1
19251231,STANDARD OIL CO CALIFORNIA,,,14541,1
19251231,STANDARD GAS & ELEC CO,,,14568,1
19251231,STANDARD MLG CO,,,14576,1
19251231,STANDARD PLATE GLASS CO,,,14584,1
19251231,STERLING PRODS INC,,,14592,1
19251231,STEWART WARNER SPEEDOMETER CORP,,,14605,1
19251231,PACKARD MTR CO,,,14613,1
19251231,STUDEBAKER CORP NJ,,,14621,1
19251231,SUBMARINE BOAT CORP,,,14648,1
19251231,SUN OIL CO,,,14656,1
19251231,LOOSE WILES BISCUIT CO,,,14664,1
19251231,SUPERIOR OIL CO DEL,,,14672,1
19251231,SUPERIOR STL CORP,,,14680,1
19251231,SYMINGTON CO,,,14699,1
19251231,TELAUTOGRAPH CORP,,,14701,1
19251231,TENNESSEE COPPER & CHEM CORP,,,14728,1
19251231,TEXAS CO,,,14736,1
19251231,TEXAS & PAC RY CO,,,14744,1
19251231,TEXAS PACIFIC LAND TRUST,,,14752,1
19251231,TEXAS GULF SULPHUR CO,,,14760,1
19251231,TEXAS PAC COAL & OIL CO,,,14779,1
19251231,THIRD AVE RY CO,,,14787,1
19251231,TIMKEN ROLLER BEARING CO,,,14795,1
19251231,TOBACCO PRODS CORP,,,14808,1
19251231,SWEETS CO AMER,,,14816,1
19251231,UNION TANK CAR CO,,,14824,1
19251231,ARTLOOM CORP,,,14832,1
19251231,TRANSUE & WILLIAMS STL FORGING,,,14840,1
19251231,FOX FILM CORP,,,14859,1
19251231,UNITED STATES SMLT RFNG & MNG CO,,,14867,1
19251231,UNDERWOOD TYPEWRITER CO,,,14875,1
19251231,UNION BAG & PAPER CORP,,,14883,1
19251231,UNION OIL CO CALIF,,,14891,1
19251231,UNION PACIFIC RAILROAD CO,,,14904,1
19251231,UNITED STATES RUBBER CO,,,14912,1
19251231,UNITED PAPERBOARD INC,,,14920,1
19251231,UNITED CIGAR STORES AMER,,,14947,1
19251231,UNITED FRUIT CO,,,14955,1
19251231,UNITED DRUG CO,,,14963,1
19251231,UNITED DYEWOOD CORP,,,14971,1
19251231,UNITED RYS INVT CO,,,14998,1
19251231,UNITED STS DISTRG CORP,,,15018,1
19251231,UNITED STS EXPRESS CO,,,15026,1
19251231,PRESSED STEEL CAR CO NJ,,,15034,1
19251231,INTERNATIONAL MERCANTILE MARINE,,,15042,1
19251231,UNITED STATES CAST IRN PI & FDRY,,,15050,1
19251231,UNITED STATES STEEL CORP,,,15069,1
19251231,UNITED STS TOB CO,,,15077,1
19251231,UNITED STS HOFFMAN MACHY CORP,,,15085,1
19251231,UNITED STS INDL ALCOHOL CO,,,15093,1
19251231,CENTRAL LEATHER CO,,,15106,1
19251231,VIVAUDOU V INC,,,15114,1
19251231,UNIVERSAL PIPE & RADIATOR CO,,,15122,1
19251231,UTAH COPPER CO,,,15130,1
19251231,VANADIUM CORP AMER,,,15149,1
19251231,VAN RAALTE CO,,,15157,1
19251231,VIRGINIA CAROLINA CHEM CORP,,,15165,31
19251231,VIRGINIA IRON COAL & COKE CO,,,15173,1
19251231,VULCAN DETINNING CO,,,15202,1
19251231,WABASH RY CO,,,15210,1
19251231,MURRAY BODY CORP,,,15229,1
19251231,WALWORTH COMPANY,,,15237,1
19251231,WARD BAKING CORP,,,15245,1
19251231,MARTIN PARRY CORP,,,15253,1
19251231,EUREKA VACUUM CLEANER CO,,,15261,1
19251231,WARREN BROS CO,,,15288,1
19251231,WELLS FARGO & CO,,,15296,1
19251231,WEST PENN CO,,,15309,1
19251231,WESTERN MARYLAND RY CO,,,15317,1
19251231,WESTERN UNION TELEGRAPH CO,,,15325,1
19251231,WESTERN PAC RR CORP,,,15333,1
19251231,WESTINGHOUSE AIR BRAKE CO,,,15341,1
19251231,WESTINGHOUSE ELECTRIC & MFG CO,,,15368,1
19251231,WESTON ELECTRICAL INSTR CORP,,,15376,1
19251231,WHEELING & LAKE ERIE RY CO,,,15384,1
19251231,WHITE EAGLE OIL & REFNG CO,,,15392,1
19251231,WHITE ROCK MINERAL SPRINGS CO,,,15405,1
19251231,WICKWIRE SPENCER STL CO,,,15413,1
19251231,WILLYS OVERLAND CO,,,15421,1
19251231,WILSON & CO INC,,,15448,1
19251231,WOOLWORTH F W CO,,,15456,1
19251231,WORTHINGTON PUMP & MACHY CO,,,15464,1
19251231,WRIGLEY WILLIAM JR CO,,,15472,1
19251231,YALE & TOWNE MFG CO,,,15480,1
19251231,YOUNGSTOWN SHEET & TUBE CO,,,15499,1
19251231,COMMERCIAL SOLVENTS CORP,,,15528,1
19251231,AMERICAN HIDE & LEATHER CO,,,15560,1
19251231,DETROIT & MACKINAC RY,,,15632,1
19251231,HOCKING VALLEY RY CO,,,15640,1
19251231,SHATTUCK FRANK G CO,,,15755,1
19251231,UNITED ALLOY STL CORP,,,15800,1
19251231,DIAMOND MATCH CO,,,16029,1
19251231,POSTUM CEREAL CO INC DEL,,,16109,1
19251231,HACKENSACK WATER CO,,,16117,1
19251231,KELSEY WHEEL CO,,,16280,1
19251231,CHILE COPPER CO,,,17507,1
19251231,GREENE CANANEA COPPER CO,,,17873,1
19251231,WRIGHT AERONAUTICAL CORP,,,18227,1
19251231,TIDE WTR OIL CO,,,18593,1
19251231,NEVADA CONS COPPER CO,,,19318,1
19251231,WHITE MOTOR CO,,,19334,1
19251231,INDIAN REFNG CO,,,19473,1
19251231,OPPENHEIM COLLINS & CO INC,,,24475,1
19251231,PARK & TILFORD INC,,,25435,1
19251231,AMERICAN BROWN BOVERI ELEC CORP,,,25486,1
19251231,DEVOE & RAYNOLDS CO,,,25566,1
19251231,BALTIMORE & OHIO RR CO,,,27561,1
19251231,BANGOR & AROOSTOOK RR CO,,,27692,1
19251231,MAGMA COPPER CO,,,28513,1
19251231,ST LOUIS SOUTH WESTN RY CO,,,58368,1
19251231,PACIFIC COAST CO NJ,,,75471,1
19260102,ELK HORN COAL CORP,,,11797,1
19260104,ALASKA JUNEAU GOLD MNG CO,,,10014,1
19260113,PACIFIC MLS INC,,,26972,1
19260116,PACIFIC TELEPHONE & TELEG CO,,,13696,1
19260118,PACIFIC TELEPHONE & TELEG CO,,,13696,0
19260118,PARK UTAH CONS MINES CO,,,13776,1
19260121,NATIONAL PWR & LT CO,,,13362,1
19260127,PHILADELPHIA RAPID TRAN CO,,,13899,1
19260128,ELECTRIC AUTOLITE CO,,,11770,1
19260128,ELECTRIC BOAT CO,,,12052,1
19260128,OMNIBUS CORP,,,12298,1
19260128,LIFE SAVERS INC,,,12853,1
19260128,PHILADELPHIA RAPID TRAN CO,,,13899,0
19260201,PACIFIC TELEPHONE & TELEG CO,,,13696,1
