DATE,COMNAM,NCUSIP,TICKER,PERMNO,EXCHCD
19980206,JINPAN INTERNATIONAL LTD,G5138L10,JST,85799,2
20080909,JINPAN INTERNATIONAL LTD,G5138L10,JST,85799,3
19721214,JUSTIN INDUSTRIES INC,48217110,JSTN,46870,3
20160426,JENSYN ACQUISITION CORP,47632B10,JSYN,16012,3
20171116,JIANPU TECHNOLOGY INC,47738D10,JT,17088,1
20040128,NUVEEN TAX ADV TOT RET STRAT FD,67090H10,JTA,89990,1
19940124,JACKSON HEWITT INC,46820110,JTAX,80137,3
19721214,JETCO INC,47714610,JTCO,46595,3
20070627,NUVEEN TAX ADVANTAGE DIV GRTH FD,67073G10,JTD,92128,1
19721214,TAYLOR JACK DEVELOPMENT CORP,87715610,JTDV,74756,3
19790809,JAYTEX OIL & GAS CO,47212010,JTEX,46384,3
19970623,JETFAX INC,47690910,JTFX,85018,3
19870820,MORAN J T FINANCIAL CORP,61647010,JTMC,11621,3
20020626,NUVEEN QUALITY PFD INCOME FD,67071S10,JTP,89435,1
20130812,JETPAY CORP,47717710,JTPY,12971,3
19770720,JETERO CORP,47715310,JTR,59889,2
19721214,JETERO CORP,47715310,JTRO,59889,3
19960731,J T S CORP,46594010,JTS,70375,2
19861120,JONES INTERCABLE INVS LP,48020710,JTV,70762,2
19861002,J 2 COMMUNICATIONS,46625410,JTWO,11745,3
19981026,J 2 COMMUNICATIONS,46625420,JTWO,11745,3
20040622,JACKSON HEWITT TAX SERVICE INC,46820210,JTX,90209,1
19850401,JUDICATE INC,48127810,JUDG,89325,3
19931222,JUDICATE INC,48127830,JUDG,89325,3
19970214,JUDGE GROUP INC,48127110,JUDG,84545,3
20000317,JUDGE COM INC,48127110,JUDG,84545,3
20010301,JUDGE GROUP INC,48127110,JUDG,84545,3
19721219,JUDSON BROOKS CO,48129810,JUDS,46827,3
19721214,JUDYS INC,48130910,JUDY,46835,3
19870120,VIDEO JUKEBOX NETWORK INC,92656G10,JUKE,11028,3
19741205,JUNIPER PETROLEUM CORP,48203110,JUN,58237,2
20160404,ELEVATION E T F TRUST,28622M20,JUNE,16032,4
20170123,CAMBRIA E T F TRUST,13206187,JUNE,16546,4
19910503,JUNIPER FEATURES LTD,48190510,JUNI,76938,3
19970501,JUNIPER GROUP INC,48190510,JUNI,76938,3
19980519,JUNIPER GROUP INC,48190540,JUNI,76938,3
20001213,JUNIPER GROUP INC NEW,48190550,JUNI,76938,3
20010112,JUNIPER GROUP INC,48190550,JUNI,76938,3
20020819,JUNIPER GROUP INC,48190570,JUNI,76938,3
20030605,JUNIPER GROUP INC,48190580,JUNI,76938,3
19830901,JUNO LIGHTING INC,48204710,JUNO,46843,3
19990719,JUNO LIGHTING INC,48204720,JUNO,46843,3
20141219,JUNO THERAPEUTICS INC,48205A10,JUNO,15134,3
20120906,GLOBAL X FUNDS,3.80E+67,JUNR,12620,4
20130516,GLOBAL X FUNDS,3.80E+30,JUNR,12620,4
19620702,JUPITER CORP,,JUP,33275,2
19680102,JUPITER CORP,48205210,JUP,33275,2
19711115,JUPITER INDUSTRIES INC,48205810,JUP,33275,2
20020904,JUPITERMEDIA CORP,48207D10,JUPM,86977,3
19650624,JERVIS CORP,,JUR,42139,2
19721214,JURGENSENS,48207010,JURG,46851,3
19921001,JUST TOYS INC,48213310,JUST,77968,3
19980908,JUST TOYS INC,48213330,JUST,77968,3
20180613,GOLDMAN SACHS E T F TRUST,38143039,JUST,17927,4
20050503,COFFEE HOLDING CO INC,19217610,JVA,90679,2
20100316,COFFEE HOLDING CO INC,19217610,JVA,90679,3
20171109,J P MORGAN E T F TRUST,46641Q75,JVAL,17083,4
20070809,VELOCITY ASSET MANAGEMENT INC,9.23E+14,JVI,11946,2
19961029,JAVELIN SYSTEMS INC,47189610,JVLN,84093,3
20090701,JAVELIN EXCHANGE TRADED TRUST,47189210,JVS,92975,4
19950712,WILEY JOHN & SONS INC,96822320,JW,82924,1
19950712,WILEY JOHN & SONS INC,96822330,JW,82932,1
20020102,WILEY JOHN & SONS INC,96822320,JW,82924,1
20020102,WILEY JOHN & SONS INC,96822330,JW,82932,1
20040610,WILEY JOHN & SONS INC,96822320,JW,82924,1
20040610,WILEY JOHN & SONS INC,96822330,JW,82932,1
19871009,JOHNSON WORLDWIDE ASSOCIATES INC,47925410,JWAIA,11775,3
19761124,JAMAICA WATER PROPERTIES INC,47021910,JWAT,46288,3
19860513,J W P INC,46626510,JWAT,46288,3
19640309,WALTER JIM CORP,,JWC,40301,1
19680102,WALTER JIM CORP,93316910,JWC,40301,1
19970508,J W CHARLES FINANCIAL SVCS INC,15984310,JWC,10624,2
19990526,JUNO ONLINE SERVICES INC,48204810,JWEB,86898,3
19810902,JEFFERSON WILLIAMS ENERGY CORP,47549110,JWEC,46464,3
19980615,JWGENESIS FINANCIAL CORP,48222710,JWG,10624,2
19760709,WINTER JACK INC,97587610,JWI,59168,1
19660615,JEWEL COMPANIES INC,,JWL,12626,1
19680102,JEWEL COMPANIES INC,47719610,JWL,12626,1
20000127,WHITEHALL JEWELLERS INC,96506310,JWL,83526,1
19990610,NORDSTROM INC,65566410,JWN,57817,1
19861017,J W P INC,46626510,JWP,46288,1
19620702,JEWEL TEA INC,,JWT,12626,1
19700106,THOMPSON J WALTER CO,88475310,JWT,49779,1
19800605,J W T GROUP INC,46627210,JWT,49779,1
19721214,JAMAICA WATER & UTILITIES INC,47021410,JWTR,46288,3
20060921,ISHARES TRUST,46428871,JXI,91448,1
20071206,ISHARES TRUST,46428871,JXI,91448,4
19950421,JACKSONVILLE SAVINGS BANK IL,46969610,JXSB,81565,3
20020506,JACKSONVILLE BANCORP INC MD,46924P10,JXSB,81565,3
20100715,JACKSONVILLE BANCORP INC MD,46924R10,JXSB,81565,3
19940517,JACKSONVILLE SVGS & LN ASSN TX,46969110,JXVL,80545,3
19960401,JACKSONVILLE BANCORP INC,46924810,JXVL,80545,3
20080521,WISDOMTREE TRUST,97717W22,JYF,92676,4
20141111,JOINT CORP,47973J10,JYNT,15072,3
19721214,JASON EMPIRE INC,47116510,JYSN,46325,3
19620702,KELLOGG CO,,K,26825,1
19680102,KELLOGG CO,48783610,K,26825,1
20170427,KAYNE ANDERSON ACQUISITION CORP,48661U10,KAAC,16673,3
19760128,KANEB SERVICES INC,48417010,KAB,42067,1
20060703,ARCADIA RESOURCES INC,3920910,KAD,91375,2
20010712,KADANT INC,48282T10,KAI,78077,2
20030514,KADANT INC,48282T10,KAI,78077,1
19730524,KAIBAB INDUSTRIES,48289910,KAIB,46966,3
19951213,KIDDIE ACADEMY INTL INC,49380C10,KAII,82715,3
19620702,KALTMAN D & CO INC,,KAL,33291,2
19680102,KALTMAN D & CO INC,48345890,KAL,33291,2
19680304,KALVEX INC DE,48349410,KAL,33291,2
19741106,KALVEX INC DE,48349410,KAL,33291,-1
19741226,KALVEX INC DE,48349410,KAL,33291,2
19791105,KALLESTAD LABS INC,48343110,KAL,61364,2
20041025,CALLISTO PHARMACEUTICALS INC NEW,1312EM10,KAL,90372,2
20170720,KALA PHARMACEUTICALS INC,48311910,KALA,16824,3
20180801,KRANESHARES TRUST,50076780,KALL,17522,4
20060707,KAISER ALUMINUM CORP,48300770,KALU,91403,3
19721214,KALVAR CORP,48347610,KALV,46974,3
20161122,KALVISTA PHARMACEUTICALS INC,48349710,KALV,15285,3
20051104,KAMAN CORP,48354810,KAMN,47002,3
20120207,KAMAN CORP,48354810,KAMN,47002,1
19721214,KAMAN CORP,48354810,KAMNA,47002,3
19721214,KAMPGROUNDS AMERICA INC,48357510,KAMP,47037,3
19620702,KANSAS POWER & LIGHT CO,,KAN,24053,1
19680102,KANSAS POWER & LIGHT CO,48531410,KAN,24053,1
19990922,KANA COMMUNICATIONS INC,48360010,KANA,87241,3
20010629,KANA SOFTWARE INC,48360010,KANA,87241,3
20011213,KANA SOFTWARE INC,48360030,KANA,87241,3
20140409,IKANG HEALTHCARE GROUP INC,45174L10,KANG,14600,3
19951214,CAPMAC HOLDINGS INC,14064910,KAP,82770,1
19990513,STAR STRUCK LTD,85518810,KAP,36695,2
19840712,KAPPA NETWORKS INC,48560810,KAPA,68996,3
19721214,KAPOK TREE INNS CORP,48559210,KAPK,58894,3
19810806,KAPLAN INDUSTRIES INC,48554410,KAPL,47109,3
19870529,KAPLAN INDUSTRIES INC,48554420,KAPL,47109,3
19901219,URCARCO INC,91724L10,KAR,75858,1
20040616,ADESA INC,00686U10,KAR,90197,1
20091211,KAR AUCTION SERVICES INC,48238T10,KAR,93174,1
19830506,CARE ENTERPRISES,14164910,KARE,66843,3
19931012,KOALA CORPORATION,49986610,KARE,79710,3
19721214,KAR PRODUCTS INC,48563410,KARR,47125,3
19960719,KARRINGTON HEALTH INC,48576210,KARR,83768,3
20180119,KRANESHARES TRUST,50076782,KARS,17249,4
19911101,KASLER CORP,48579510,KAS,47141,1
19930712,KASLER HOLDING CO,48579710,KAS,47141,1
19950302,KASH N KARRY FOOD STORES INC NEW,48577P10,KASH,81494,3
19820316,KASLER CORP,48579510,KASL,47141,3
19980807,KASPER A S L LTD,48580810,KASP,86331,3
19721214,KAISER STEEL CORP,48309810,KASR,59758,3
19960326,KATZ DIGITAL TECHNOLOGIES INC,48609310,KATC,83284,3
19721214,KATE GREENAWAY INDS INC,48586310,KATE,47168,3
20140226,KATE SPADE & CO,48586510,KATE,49905,1
19760305,KATHOL PETROLEUM INC,48589010,KATH,47176,3
19620702,KAVANAU CORP,,KAV,33320,2
19670103,KAVANAU REAL EST TR,,KAV,33320,2
19680102,KAVANAU REAL EST TR,48633210,KAV,33320,2
19710401,KAVANAU REAL EST TR,48633210,KAV,33320,-1
19710419,KAVANAU REAL EST TR,48633210,KAV,33320,2
19620702,KAWNEER CO,,KAW,33355,2
19620702,KAY JEWELRY STORES INC,,KAY,33347,2
19680102,KAY JEWELRY STORES INC,48653010,KAY,33347,2
19720803,KAY CORP,48642910,KAY,33347,2
19951003,KAYE GROUP INC,48658910,KAYE,79515,3
19830825,KAYPRO CORP,48661510,KAYP,47221,3
19721214,KAYSAM CORP AMER,48662010,KAYS,47240,3
19790611,KAYEX CORP,48659110,KAYX,47213,3
20060921,B M B MUNAI INC,09656A10,KAZ,91437,2
19620702,KAUFMAN & BROAD BLDG CO,,KB,33312,2
19680419,KAUFMAN & BROAD INC,48617010,KB,33312,2
19690529,KAUFMAN & BROAD INC,48617010,KB,33312,1
20011109,KOOKMIN BANK,50049M10,KB,89236,1
20080929,K B FINANCIAL GROUP INC,48241A10,KB,89236,1
19861120,KLEINWORT BENSON AUSTRALIAN FD,49857710,KBA,70770,1
20140305,KRANESHARES TRUST,50076740,KBA,14513,4
20141103,KIMBALL INTERNATIONAL INC,49427410,KBAL,47715,3
19760928,KIMBALL INTERNATIONAL INC,49427410,KBALB,47715,3
20040722,KANBAY INTERNATIONAL INC,48369P20,KBAY,90281,3
19881020,KITCHEN BAZAAR INC,49802310,KBAZ,12201,3
19620702,KILEMBE COPPER COBALT LTD,,KBC,33371,2
19680102,KILEMBE COPPER COBALT LTD,49400810,KBC,33371,2
20051115,STREETTRACKS SERIES TRUST,8.63E+83,KBE,91005,2
20070801,SPDR SERIES TRUST,78464A79,KBE,91005,2
20081107,SPDR SERIES TRUST,78464A79,KBE,91005,4
19721214,KANSAS BEEF INDS INC,48462810,KBEF,47080,3
19860801,KAUFMAN & BROAD HOME CORP,48616810,KBH,70092,1
20010118,K B HOME,48666K10,KBH,70092,1
19681017,KAWECKI BERYLCO INDS INC,48638610,KBI,46981,1
20130131,KALOBIOS PHARMACEUTICALS INC,48344T10,KBIO,13755,3
20150714,KALOBIOS PHARMACEUTICALS INC,48344T20,KBIO,13755,3
19710823,KUHNS BIG K STORES CORP,50121510,KBK,53073,2
19960118,K B K CAPITAL CORP,48241210,KBK,80637,2
19940609,K B K CAPITAL CORP,48241210,KBKC,80637,3
19980129,KEEBLER FOODS CO,48725610,KBL,85769,1
20170627,K B L MERGER CORP IV,48242A10,KBLM,16788,3
19721214,K B MARKETING SYS INC,48242010,KBMK,48021,3
19660609,KEEBLER CO,,KBR,16619,1
19680102,KEEBLER CO,48724210,KBR,16619,1
20061116,K B R INC,48242W10,KBR,91579,1
19920313,KAUFMAN & BROAD HOME CORP,48616820,KBS,77459,1
20141103,KBS FASHION GROUP LTD,Y4600210,KBSF,13751,3
20170209,KBS FASHION GROUP LTD,Y4600220,KBSF,13751,3
20061109,K B W INC,48242310,KBW,91578,1
20111101,POWERSHARES E T F TRUST II,73937B74,KBWB,13092,4
20161207,POWERSHARES E T F TRUST II,73937B74,KBWB,13092,3
20180604,INVESCO E T F TRUST II,4.61E+66,KBWB,13092,3
20111101,POWERSHARES E T F TRUST II,73937B73,KBWC,13091,4
20101202,POWERSHARES E T F TRUST II,73936Q79,KBWD,12461,4
20161207,POWERSHARES E T F TRUST II,73936Q79,KBWD,12461,3
20180604,INVESCO E T F TRUST II,4.61E+65,KBWD,12461,3
20111101,POWERSHARES E T F TRUST II,73937B72,KBWI,13090,4
20101202,POWERSHARES E T F TRUST II,73936Q77,KBWP,12457,4
20161207,POWERSHARES E T F TRUST II,73936Q77,KBWP,12457,3
20180604,INVESCO E T F TRUST II,4.61E+62,KBWP,12457,3
20111101,POWERSHARES E T F TRUST II,73937B71,KBWR,13089,4
20161207,POWERSHARES E T F TRUST II,73937B71,KBWR,13089,3
20180604,INVESCO E T F TRUST II,4.61E+61,KBWR,13089,3
20101202,POWERSHARES E T F TRUST II,73936Q78,KBWX,12460,4
20101202,POWERSHARES E T F TRUST II,73936Q81,KBWY,12462,4
20161207,POWERSHARES E T F TRUST II,73936Q81,KBWY,12462,3
20180604,INVESCO E T F TRUST II,4.61E+63,KBWY,12462,3
20051222,KIMBER RESOURCES INC,49435N10,KBX,91049,2
19620702,KIRKEBY NATUS CORP,,KBY,37700,2
19630802,KIRKEBY NATUS CORP,,KBY,37700,1
19690715,KEY COMPANY,49308010,KC,48717,2
19850924,KEY COMPANY,49308020,KC,68005,2
20061212,KOHLBERG CAPITAL CORP,50023310,KCAP,91670,3
20120710,K C A P FINANCIAL INC,4.87E+14,KCAP,91670,3
19620702,KAWECKI CHEM CO,,KCC,33339,2
19790501,KAISER CEMENT CORP,48304410,KCC,28433,1
19951102,K III COMMUNICATIONS CORP,48272710,KCC,82640,1
20180628,KRANESHARES TRUST,50076784,KCCB,17935,4
20051115,STREETTRACKS SERIES TRUST,8.63E+81,KCE,91002,2
20070801,SPDR SERIES TRUST,78464A77,KCE,91002,2
20081107,SPDR SERIES TRUST,78464A77,KCE,91002,4
19861113,KING CITY FEDERAL SAVINGS BK IL,49471810,KCFB,10851,3
19640706,KAISER CEMENT & GYPSUM CORP,,KCG,28433,1
19680102,KAISER CEMENT & GYPSUM CORP,48304410,KCG,28433,1
20100525,KNIGHT CAPITAL GROUP INC,49900510,KCG,87131,1
20130705,K C G HOLDINGS INC,48244B10,KCG,13998,1
19640427,KETCHUM & CO INC,,KCH,40459,2
19680102,KETCHUM & CO INC,49262010,KCH,40459,2
19820628,KETCHUM & CO INC,49262010,KCH,40459,-2
19820803,KETCHUM & CO INC,49262010,KCH,40459,2
20040224,KINETIC CONCEPTS INC,49460W20,KCI,90044,1
20010208,K P M G CONSULTING INC,48265R10,KCIN,88910,3
19630701,KERN CTNY LD CO,,KCL,23691,1
19930422,KINDER CARE LEARNING CENTERS INC,49452120,KCLC,12041,3
19930401,KINDER CARE LEARNING CENTERS INC,49452120,KCLCV,12041,3
19721214,KANSAS CITY LIFE INS CO,48483610,KCLI,47088,3
20151217,KANSAS CITY LIFE INS CO,48483620,KCLI,47088,3
19721214,KEYSTONE PORTLAND CEM CO,49358410,KCMT,47694,3
19910528,INTERNATIONAL COLIN ENERGY CORP,45928D10,KCN,76645,2
19940323,INTERNATIONAL COLIN ENERGY CORP,45928D10,KCN,76645,1
19800116,KINNARD COMPANIES INC,49705410,KCNI,47854,3
20141203,KRANESHARES TRUST,50076770,KCNY,15104,4
19840510,KEYCON INDUSTRIES INC,49326210,KCON,47627,3
19810408,KENCOPE ENERGY COS,48854410,KCOP,47408,3
19940603,COLE KENNETH PRODUCTIONS INC,19329410,KCP,80679,1
19800422,COLLINS KEITH PETE CORP,19487310,KCPC,38886,3
19840608,GERBER ENERGY INTL INC,37370910,KCPC,38886,3
19800220,K C R TECHNOLOGY INC,48243310,KCRT,46878,3
19860609,K C R TECHNOLOGY INC,48243320,KCRT,46878,3
19860717,CONSTON CORP,21043010,KCS,69868,2
19930301,K C S ENERGY INC,48243420,KCS,11887,1
20000103,K C S ENERGY INC,48243420,KCS,11887,-1
20000113,K C S ENERGY INC,48243420,KCS,11887,1
19920220,K C S ENERGY INC,48243420,KCSE,11887,3
19880603,K C S GROUP INC,48243410,KCSG,11887,3
19891106,K C S GROUP INC,48243420,KCSG,11887,3
19620702,KERN CTNY LD CO,,KCY,23691,1
19620702,KATZ DRUG CO,,KD,33304,2
19680102,KATZ DRUG CO,48609810,KD,33304,2
19831110,CADEC SYSTEMS INC,12738410,KDCK,20555,3
19821101,KENNEDY RESOURCES INC,48939010,KDDYF,78311,3
19620702,KIDDE WALTER & CO INC,,KDE,33363,2
19661122,KIDDE WALTER & CO INC,,KDE,33363,1
19680102,KIDDE WALTER & CO INC,49378210,KDE,33363,1
19800421,KIDDE INC,49378210,KDE,33363,1
20000920,4 KIDS ENTERTAINMENT INC,35086510,KDE,10092,1
19811201,K D I CORP,48245210,KDI,63650,1
19750529,K D I CORP,48245210,KDIC,63650,3
19900223,KENTANA DEVELOPMENT INC,49080410,KDII,72040,3
19911210,KENTANA DEVELOPMENT CORP,49080420,KDII,72040,3
20160727,KADMON HOLDINGS LLC,48283N10,KDMN,16154,1
19940622,KAYDON CORP,48658710,KDN,47205,1
19860103,HOME INTENSIVE CARE INC,43714C10,KDNY,84196,3
19840413,KAYDON CORP,48658710,KDON,47205,3
19870622,AMERICUS TR FOR EASTMAN KODAK CO,3091910,KDP,75005,2
20180710,KEURIG DR PEPPER INC,49271V10,KDP,17942,1
19620702,KLEIN S DEPT STORES,,KDS,33486,2
19870622,AMERICUS TR FOR EASTMAN KODAK CO,3091920,KDS,75006,2
19870313,KNOWLEDGE DATA SYSTEM INC,49924410,KDSI,16265,3
19850809,KINETIC DESIGN SYS LTD,49460510,KDSL,89384,3
19631209,KINGS DEPARTMENT STORES INC,,KDT,39925,2
19640925,KINGS DEPARTMENT STORES INC,,KDT,39925,1
19680102,KINGS DEPARTMENT STORES INC,49589010,KDT,39925,1
19810608,K D T INDUSTRIES INC,48245510,KDT,39925,1
19870622,AMERICUS TR FOR EASTMAN KODAK CO,3091930,KDU,75007,2
19960717,CADUS PHARMACEUTICAL CORP,12763910,KDUS,83769,3
19720524,KEENE CORP,48731410,KE,54797,1
19880818,KOGER EQUITY INC,50022810,KE,75351,2
20000309,KOGER EQUITY INC,50022810,KE,75351,1
20141103,KIMBALL ELECTRONICS INC,49428J10,KE,14942,3
19890915,KEANE INC,48666510,KEA,47248,2
20031030,KEANE INC,48666510,KEA,47248,1
19721214,KEANE ASSOCIATES INC,48666510,KEAN,47248,3
19800722,KEANE INC,48666510,KEAN,47248,3
19721214,KEARNEY & TRECKER CORP,48674610,KEAR,27749,3
19761209,KEBA OIL & GAS CO,48722510,KEBA,47264,3
19931216,KENTUCKY ENTERPRISE BANCORP INC,49126W10,KEBI,79985,3
19870522,KENT ELECTRONICS CORP,49055310,KEC,75072,2
19721214,KENNEDY & COHEN INC,48935510,KECO,47424,3
19860611,KENT ELECTRONICS CORP,49055310,KECO,75072,3
20060921,KAYNE ANDERSON ENERGY DEVELOP CO,48660Q10,KED,91452,1
19791227,KEY ENERGY ENTERPRISES INC,49308410,KEEI,47590,3
19900807,KEENE CORP DE,48731510,KEEN,76254,3
19801031,KEE EXPLORATION INC,48723810,KEEX,47272,3
19830504,KEE EXPLORATION INC,48723820,KEEX,47272,3
19931124,KOREA EQUITY FUND INC,50063B10,KEF,79907,1
19921211,KEY ENERGY GROUP INC,49291410,KEG,63079,32
19921222,KEY ENERGY GROUP INC,49291410,KEG,63079,2
19980406,KEY ENERGY GROUP INC,49291410,KEG,63079,1
19981210,KEY ENERGY SERVICES INC,49291410,KEG,63079,1
20161216,KEY ENERGY SERVICES INC,49309J10,KEG,63079,1
19880701,KEITHLEY INSTRUMENTS INC,48758410,KEI,89333,2
19951128,KEITHLEY INSTRUMENTS INC,48758410,KEI,89333,1
19850805,KEITHLEY INSTRUMENTS INC,48758410,KEII,89333,3
19810701,KELLY JOHNSTON ENTERPRISES INC,48811910,KEJO,47352,3
19650104,KELLER INDUSTRIES INC,,KEL,27078,1
19680102,KELLER INDUSTRIES INC,48765610,KEL,27078,1
19780222,KELDON OIL CORP,48763210,KELD,47328,3
19950818,KELLSTROM INDUSTRIES INC,48803510,KELL,82184,3
19721214,KELLY SERVICES INC,48815210,KELY,47379,3
19840629,KELLY SERVICES INC,48815220,KELYA,47379,3
19840802,KELLY SERVICES INC,48815230,KELYB,47387,3
19890523,KEMPER CORP,48839610,KEM,47395,1
19991209,KEMET CORP,48836010,KEM,78001,1
20100622,KEMET CORP,48836010,KEM,78001,2
20101108,KEMET CORP,48836020,KEM,78001,2
20101115,KEMET CORP,48836020,KEM,78001,1
19721214,KEMPERCO INC,48844010,KEMC,47395,3
19740115,KEMPER CORP,48839610,KEMC,47395,3
20150213,KRANESHARES TRUST,50076780,KEMP,17522,5
20171012,KRANESHARES TRUST,50076787,KEMQ,17015,4
19620702,KENDALL COMPANY,,KEN,26868,1
19680102,KENDALL COMPANY,48862010,KEN,26868,1
19780711,KENAI CORP,48851810,KEN,60513,2
19810609,KENAI CORP,48851810,KEN,60513,1
19940105,KENDALL INTERNATIONAL INC,48875110,KEN,78165,1
20150114,KENON HOLDINGS LTD,Y4671710,KEN,15170,1
19741121,KENAI DRILLING LTD,48851810,KENA,60513,3
19780628,KENAI CORP,48851810,KENA,60513,3
19721214,KENTUCKY CENTRAL LIFE INS CO,49124220,KENC,47483,3
19921214,KENDALL INTERNATIONAL INC,48875110,KEND,78165,3
19721214,KENNINGTON INC,48977710,KENN,47459,3
19760128,KENILWORTH RESEARCH & DEV CORP,48907210,KENS,47416,3
19791214,KENILWORTH SYSTEMS CORP,48908410,KENS,47416,3
19780320,KENTON CORP,49089030,KENT,42964,3
19900730,KENT FINANCIAL SERVICES INC,49056010,KENT,62084,3
19910927,KENT FINANCIAL SERVICES INC,49056020,KENT,62084,3
19770406,TRIO KENWOOD CORP,89669120,KENWY,77359,3
19860213,KANEB ENERGY PARTNERS LTD,48416710,KEP,68988,1
19941027,KOREA ELECTRIC POWER CO,50063110,KEP,81040,1
19951006,KOREA ELECTRIC POWER CO,50063120,KEP,82302,1
20020102,KOREA ELECTRIC POWER CO,50063110,KEP,81040,1
19721214,KEWAUNEE SCIENTIFIC EQUIP CORP,49285410,KEQU,47571,3
19860827,KEWAUNEE SCIENTIFIC CORP,49285410,KEQU,47571,3
19950728,KERAVISION INC,49206110,KERA,81874,3
19721214,KEARNEY NATIONAL INC,48687210,KERN,66608,3
19751024,KERR GLASS MFG CORP,49237610,KERR,58616,3
20000728,KERYX BIOPHARMACEUTICALS INC,49251510,KERX,88451,3
19620702,KEYSTONE STEEL & WIRE CO,,KES,19975,1
19680102,KEYSTONE STEEL & WIRE CO,49362090,KES,19975,1
19681007,KEYSTONE CONSOLIDATED INDS INC,49342210,KES,19975,1
19930929,KENTUCKY ELECTRIC STEEL INC,49127B10,KESI,79601,3
19950328,KESTREL ENERGY INC,49254510,KEST,74393,3
19721214,KEITH CLARK INC,48753010,KETH,47320,3
19790228,KETTERING INDUSTRIES INC,49266710,KETT,47539,3
19721214,KEUFFEL & ESSER CO,49271010,KEUF,47547,3
19870519,KIMMINS ENVIRONMENTAL SVC CORP,49446910,KEVN,11338,3
19791016,KEVEX CORP,49271710,KEVX,47555,3
19760913,KIRBY EXPLORATION CO,49726610,KEX,59045,2
19840425,KIRBY EXPLORATION CO INC,49726610,KEX,59045,2
19900502,KIRBY CORP,49726610,KEX,59045,2
19961015,KIRBY CORP,49726610,KEX,59045,1
19671109,KEYSTONE RAILWAY EQUIP CO,,KEY,45321,2
19681231,KEYSTONE INDUSTRIES INC,49349410,KEY,45321,2
19731116,KEYSTONE INDUSTRIES INC,49349430,KEY,45321,2
19830527,KEY BANKS INC,49306710,KEY,64995,1
19850827,KEYCORP,49326310,KEY,64995,1
19940302,KEYCORP NEW,49326710,KEY,64995,1
19790423,KEY BANKS INC,49306710,KEYB,64995,3
19970507,KEY FLORIDA BANCORP INC,49308N10,KEYB,84814,3
19721214,KEYSTONE CENTERS INC,49339910,KEYC,47670,3
19840620,KEYSTONE CAMERA PRODS CORP,49339710,KEYC,67299,3
19860127,KEY CENTURION BANCSHARES,49307510,KEYC,10020,3
19721214,KEYDATA CORP,49326910,KEYD,47635,3
19990927,KEYNOTE SYSTEMS INC,49330810,KEYN,87242,3
20100915,KEYUAN PETROCHEMICALS INC,49372210,KEYP,12311,3
19721214,KEYES FIBRE CO,49327810,KEYS,47643,3
19960621,KEYSTONE AUTOMOTIVE INDS INC,49338N10,KEYS,83669,3
20141103,KEYSIGHT TECHNOLOGIES INC,49338L10,KEYS,14939,1
20040331,ESSEX CORP,29674410,KEYW,33567,3
20101001,KEYW HOLDING CORP,49372310,KEYW,12356,3
19840822,KOREA FUND INC,50063410,KF,66616,1
20081222,KOREA FUND INC,50063420,KF,66616,1
19951005,KLAMATH FIRST BANCORP INC,49842P10,KFBI,82503,3
19620702,KROPP FORGE CO,,KFC,33531,2
19690116,KENTUCKY FRIED CHICKEN CORP,49129410,KFC,47482,1
19800716,KEYSTONE FOODS CORP,49348410,KFC,61989,1
19750715,KEYSTONE FOODS CORP,49348410,KFCH,61989,3
19620702,KINGSFORD COMPANY,,KFD,33419,2
19680102,KINGSFORD COMPANY,49627810,KFD,33419,2
20040331,K FED BANCORP,48246S10,KFED,90085,3
20050303,KENTUCKY FIRST FEDERAL BANCORP,49129210,KFFB,90636,3
20101119,KAISER FEDERAL FINL GROUP INC,48305610,KFFG,90085,3
19980331,KRAUSES FURNITURE INC,50076020,KFI,76462,2
20050809,K & F INDUSTRIES HOLDINGS INC,48224110,KFI,90838,1
19861125,AMERICAN KEFIR CORP,2707510,KFIR,10887,3
20001011,LIFESTREAM TECHNOLOGIES INC,53219K10,KFL,88667,2
19620702,KROEHLER MFG CO,,KFM,25718,1
19680102,KROEHLER MFG CO,50102610,KFM,25718,1
20050624,K K R FINANCIAL CORP,48247630,KFN,90760,1
20070504,K K R FINANCIAL HOLDINGS LLC,48248A30,KFN,90760,1
20000131,ROMAC INTERNATIONAL INC,77583510,KFRC,82212,3
20000516,KFORCE COM INC,49373210,KFRC,82212,3
20010620,KFORCE INC,49373210,KFRC,82212,3
19831005,KEELEY FRONTIER RESOURCES LTD,48729910,KFRLF,78512,3
20010711,KINGSWAY FINANCIAL SERVICES INC,49690410,KFS,89063,1
20120705,KINGSWAY FINANCIAL SERVICES INC,49690420,KFS,89063,1
19911002,KIRKSVILLE BANCSHARES INC,49752410,KFSB,77225,3
20010613,KRAFT FOODS INC,50075N10,KFT,89006,1
20120626,KRAFT FOODS INC,50075N10,KFT,89006,3
19721214,KANE FURNITURE CORP,48403610,KFUR,47053,3
19870213,QUEST FOR VALUE DUAL PURPOSE,74834320,KFV,72557,1
19960130,K F X INC,48245L10,KFX,80758,2
20131205,KOFAX LTD,G5307C10,KFX,14351,3
19940721,K F X INC,48245L10,KFXI,80758,3
19990211,KORN FERRY INTERNATIONAL,50064320,KFY,86594,1
20130723,KRANESHARES TRUST,50076720,KFYP,14028,4
19620702,KRESGE S S CO,,KG,12749,1
